image_id,annotation
31653.png,balcony located south west corner north south lenght 15 feet east west lenght 3 feet bathroom located common room master room north south lenght 10 feet east west lenght 6 feet common room located north east corner north east west south lenght 12 feet kitchen located north west corner north south lenght 15 feet east west lenght 6 feet living room located kitchen balcony located left common bathroom master room north south lenght 15 feet east west lenght 28 feet master room located south east corner north south lenght 12 feet east west lenght 16 feet
31659.png,fairly large balcony southwest corner house balcony people access balcony master bedroom approximately 12 x 3 feet size balcony helps increase air circulation hot climates enhance natural light houses interior spacious bathroom living room bathroom north approximately 10 x 10 feet size voluminous common room common room located southeast corner house easily accessible living room approximately 15 x 15 feet size includes entryexit door living room spacious kitchen kitchen situated northwest house neat main door approximately 10 x 15 feet size includes entryexit door living room house westfacing living room main door house located living room approximately 25 x 15 feet size spacious wellstructured comfortable living room floor plan capacious master bedroom master bedroom settled southwest corner house attached balcony approximately 12 x 15 feet size includes entryexit door living room
31666.png,location bathroom east floor plan relationship south kitchen size about105 square feet location common room north west floor plan relationship common room west living room just north master room size 14 feet 12 feet location kitchen north east floor plan relationship north bathroom size 130 square feet location living room eastern central floor plan relationship east common master rooms size 560 square feet location master room southwest floor plan relationship west living room size 14feet 14feet
3167.png,balcony located south east corner living room balconys length 6 feet width 15 feet area 90 feet aspect ratio 52 bathroom located west plan common room master room bathrooms length 8 feet width 8 feet area 64 feet aspect ratio 11 common room located north west corner kitchen bathroomthe common rooms length 18 feet width 10 feet area 180 feet aspect ratio 59 kitchen located north east corner adjacent common room living room kitchens length 5 feet width 10 feet area 50 feetthe aspect ratio 12 living room located east plan adjacent rooms legth 40 feet width 22 feet area 880 feet aspect ratio 1120 master room located south west corner adjacent bath living room master room length 18 feet width 15 feet area 270 feetthe aspect ratio 56
31676.png,balcony located right outside bedroom 12 foot long 3 foot wide bathroom located northern house 5 long 3 foot wide common room located kitchen bedroom common room 10 foot wide long kitchen centered portion house located north right common room 1012 foot wide 5 foot long living room located center home home home rooms surround living room 1015 foot wide sections 2025 feet long home master located common room living room 12 foot wide 20 feet long storage room located northern house living room storage room 10 foot 5 foot size
31693.png,balcony 1 lies southwest corner plan adjoined master room north roughly 4x12 ft dimension balcony 2 lies northeast corner plan adjoined kitchen south roughly 4x10 ft dimension bathroom west edge plan adjoined common room 1 north master room south roughly 5x5 ft dimension common room 1 northwest corner plan adjoined common room 2 east bathroom south roughly 15x15 ft dimension common room 2 north edge plan adjoined common room 1 west kitchen east approximately 10x10 ft dimension kitchen northeast corner plan adjoined common room 2 west living room south roughly 10x8 ft dimension living room southeast corner plan acting central hub rooms roughly 20x20 ft dimension master room southwest corner plan adjoined balcony south bathroom north roughly 12x12 ft dimension
31700.png,bathroom quite room space compared rooms house 57 feet length located exactly right entrance door rectangle shape kitchen important room ones house kitchen comes common room 10 feet length living room exactly located center house occupies major space house plan wide 20 25 feet width living room starts narrowly broadens leading center house pattern zig zag master room sides equal length breadth shape square located edge house 20 feet length breadth
31703.png,balcony 1 located southeast elevation south living room 60 square feet size balcony 2 located northwest elevation north bathroom approximately 20 square feet size bathroom located northwest corner west living room 30 square feet size common room located west elevation north master room 120 square feet kitchen located northeast elevation east balcony 2 50 square feet size living room located east elevation north balcony 1 approximately 500 square feet master room located southwest elevation west living room 200 square feet
31705.png,bathroom 1 located south west cornerbathroom 1 located nearby kitchenthe floor area 70 square feet ref common room 1 located north west cornercommon room 1 located nearby common room 2the floor area 150 square feet common room 2 located north sidecommon room 2 located master room common room 1the floor area 80 square feet kitchen located south sidethe kitchen located opposite bath room 2the floor area 80 square feet living room located west sidethe living room located common room 1 kitchenthe floor area 350 square feet master room located north east cornerthe master room located nearby common room 2the floor area 200 square feet
31718.png,balcony located south east corner living total size 10 feet length 3 feet width bathroom located exact center west master total size 8 feet length 8 feet width common room located north west corner living right total size 14 feet length 12 feet width kitchen located north east corner living total size 8 feet length 8 feet width living room located east covereing area kitchen total size 45 feet length 25 feet width master room located south west corner living right total size 14 feet length 12 feet width
31729.png,balcony 1 locationnorth relationshipthe location com area30 sqrt feet sides 3 feet width 10 feet length balcony 2 locationeast relationshipthe location kitchen area10 sqrt feet sides 2 feet width 5 feet length bathroom locationsouth relationshipthe location master living area100 sqrt feet sides 10 feet width 10 feet length comon room locationnorth west corner relationshipthe location balcony master area150 sqrt sides 10 feet width 15 feet length kitchen locationnorth relationshipthe location living area150 sqrt feet sides 10 feet width 15 feet length living room locationmidwest region relationshipthe location relatively rooms area750 sqrt feet sides 30 feet width 25 feet length master room locationsouth relationshipthe location living bath area200 sqrt feet sides 20 feet width 10 feet length
31755.png,balcony adjacent master room roughly 10 feet length 25 feet wide left hand home balcony located left hand home 10 roughly 10 feet long 25 feet wide access balcony living room main bathroom 10 feet long 5 feet wide located right master room left main entrance located middle home common room 1 located right home adjacent kitchen roughly 10 feet wide 10 feet long common room 2 slightly smaller common room 1 roughly 8 feet 8 feet located right home bathroom common room 1 smaller cozy kitchen right home located right living room main entrance door roughly 5 feet long 10 feet wide large living room right enter home allows access rooms home roughly 10 feet long thirty feet wide master room located rear home shortly enter living room lefthand home balcony left roughly 15 feet wide 10 feet long
31779.png,balcony south direction downside common room1 size 103 feet bathroom1 east direction upside master room size 64 feet bathroom 2 north direction right upside living room size 64 feet common room1 south direction downside living room size 1210 feet common room2 north east corner upside bathroom1 size 1212 feet kitchen north direction upside living room size 124 feet living room west direction upside common room right kitchen bathroom2 size 2515 feet master room south west corner right common room 1 size 1512 feet
31796.png,balcony bordered master bedroom measures feet feet directly master bedroom lowest point house bathroom bordered master bedroom bathroom built away living room does border living room measures seven feet feet bathroom located center right house bordered common room living room right master bedroom half lower bathroom right half lower measures feet seven feet common room located upper left corner house measures feet feet bordered kitchen right upper half living room right lower half beneath common room measures feet feet total bordered kitchen left upper corner living room left lower corner bathroom beneath kitchen measures feet feet located center house bordered common room left common room right living room beneath living room takes central space house lower left space house largest room total area roughly feet feet slightly irregularly shaped bordered common room upper left kitchen upper center common room upper right bathroom directly second common room master bedroom lower right door located left living room master room right living room measures feet feet irregularly shaped just beneath master room balcony measures feet feet master room bordered bathroom bathroom
31817.png,balcony south east corner common room 1 common room 2 14 foot length 3 foot width bathroom north kitchen living room 3 foot length 6 foot width common room 1 east common room 2 9 foot length 12 foot width common room 2 south master bedroom common room 1 7 foot length 12 foot width kitchen north west corner bathroom 8 foot length 14 foot width living room east bathroom kitchen 23 foot length 20 foot width master room west common room 2 11 foot length 12 foot width
3184.png,balcony 1 southwestern portion diagram master bedroom north balcony 11 feet length 2 feet width balcony 2 eastern portion diagram kitchen north bathroom west balcony 2 2 feet length 4 feet width bathroom center eastern portion diagram balcony 2 east kitchen north livingroom west bathroom 8 feet length 9 feet width common room northwestern corner diagram master bedroom south livingroom east common room 12 feet length 15 feet width kitchen northeastern diagram bathroom balcony 2 south livingroom west kitchen 14 feet length 7 feet width livingroom center diagram common room master bedroom west kitchen bathroom east livingroom 17 feet length 24 feet width master bedroom western portion diagram balcony south common room north master bedroom 11 feet length 12 feet width
31869.png,bathroom located east sidethe bathroom located nearby living roomthe floor area 49 square feet ref locatd north west cornerthe common room located nearby master roomthe floor area 270 square feet kitchen located south east cornerthe kitchen located nearby bathroomthe floor area 72 square feet living room located south west cornerthe living room located nearby bath roomthe flor area 650 square feet master room located north east cornerthe master room located nearby common roomthe floor araea 270 square feet
31889.png,balcony located south west corner position near living room size 14x 3 sq ft bathroom located middle east center kitchen master room size 8x8 sq ft common room located north west corner position near living room size 12x12 sq ft kitchen room located north east corner near bath room living room size 14x 6 sq ft living room located middle north north facing rooms room size 18x 20 sq ft master room located south east corner living room bathro room size 14x14 sq ft
31917.png,locationthe absolute location balcony floor plan south relationshipthe absolute location balcony floor plan en suite living room sizethe area balcony floor plan 10 sq rt feet locationthe absolute location bathroom floor plan east relationshipthe absolute location bathroom floor plan near master room sizethe area bathroom floor plan 10 sq rt feet locationthe absolute location common room floor plan north west corner relationshipthe absolute location common room floor plan kitchen sizethe area common room floor plan 10 sq rt feet locationthe absolute location kitchen floor plan north east corner relationshipthe absolute location kitchen floor plan near bathroom sizethe area kitchen floor plan 10 sq rt feet locationthe absolute location living room floor plan north relationshipthe absolute location living room floor plan common roomkitchenbathroommaster room balcony sizethe area living room floor plan 10 sq rt feet locationthe absolute location master room floor plan south east corner relationshipthe absolute location master room floor plan bathroom sizethe area master room floor plan 10 sq rt feet
31926.png,balcony south west house master room northits dimensions 15 feet length 12 feet width bathroom west houseit living room east south dimensions 13 feet length 11 feet width common room south east houseit master room west living room north dimensions 10 feet length 12 feet width kitchen north east corner houseit living room west south dimensions 16 feet length 4 feet width living room east houseit kitchen north east sidebathroom master room westcommon room south dimensions 23 feet length 13 feet width approximately master room west houseit living common room eastbalcony south dimensions 15 feet length 12 feet width
31930.png,balcony northern portion just common room 1 4 12 ft bathroom 1 southern portion unit kitchen measures 6 8 ft bathroom 2 just north bathroom 1 common room 2 measures 6 8 ft common room northern section master measures 10 15 ft second common room southeast portion master measures approx 12 sq ft kitchen 6 10 ft southwest corner living room living room northwest corner common room 1 approx 15 20 feet master northeast corner common room 1 approx 12 15 ft
31965.png,balcony located master bedroom room approximately 75 square feet size southern location house access points bathroom located kitchen entry way living room approximately 50 square feet common room 1 entry way living room approximately 25 square feet size adjacent kitchen common room 2 located south western portion house approximately 145 square feet size entry way living room adjacent master bedroom kitchen house located corn1 bath approximately 70 square feet size living room middle house connected room balcony approximately 125 square feet size master room apartment room approximately 100 square feet size connected balcony master bedroom adjacent corn2
31969.png,bathroom entrance living room 5 feet length 5 feet width aspect ratio 3 3bathroom near room kitchen common room1 entrance living room 10 feet length 10 feet width aspect ratio 4 4 common room near room master room common room 2 entrance living room 15 feet length 10 feet width aspect ratio 5 4it northeast corner room kitchen entrance living room 5 feet length 5 feet width aspect ratio 3 3kitchen near room bathroom living room entrance north sideit 15 feet length 20 feet width aspect ratio 5 6it rooms master room entrance living room 15 feet length 10 feet width aspect ratio 5 4it southwest corner room
31978.png,bathroom located northeast corner living kitchen size room 5 feet width 8 feet length common room located south east corner living master size room 10 feet width 10 feet length kitchen located northwest corner bath living room size room 6 feet width 12 feet length living room located east rooms size room 10 feet width 16 feet length master room located southwest corner living room size room 10 feet width 11 feet length
3199.png,balcony entrance living room 15 feet length 3 feet width aspect ratio 5 1 bathroom entrance living room 5 feet length 5 feet width aspect ratio 2 2master room common room 1 room bathroom common room 1 entrance living room 15 feet length 15 feet width aspect ratio 5 5 common room 1 near room bathroom common room 2 entrance living room 10 feet length 10 feet width aspect ratio 4 4 northwest corner room kitchen entrance living room 10 feet length 5 feet width aspect ratio 5 2kitchen near room common room 2 master room living room entrance west sideit 15 feet length 30 feet width aspect ratio 5 7it big place compared rooms master room entrance living room 15 feet length 15 feet width aspect ratio 5 5it northeast corner room
32028.png,narrow balcony entry way home approx 3x20 ads great entry home space bathroom approx 8x10 located kitchen common rooms comm room 1 smaller 2 rooms located left corner house com room 2 larger room located right corner house kitchen opens living room left 10x10 space centrally located living room large space type dog leg makes feel like used spaces master bedroom approx 12x12 exterior facing wall shares interior wall kitchen
32035.png,balcony south east corner master room room size 10x6 bathroom 1 located north middle near common room 2the room size 10x6 bathroom 2 located middle east common 2 master room size 10x6 common room 1 south middle kitchen master room room size 10x7 common room 2 located north east corner near bath room room size 10x7 kitchen located west corner near common room 1the room size 10x6 living room middle west room size 10x8 master room located north east bath 2 balcony room size 10x7
32068.png,balcony located south house balcony access living room approximately area balcony 60 sqft size bathroom located north house living room common room 1 approximately area bathroom 70 sqft size common room 1 located north west corner house common room 1 situated common room 2 bathroom living room approximately area common room 1 110 sqft size common room 2 located west middle house common room 1 master room living room approximately area common room 2 80 sqft size kitchen located north east corner house kitchen located living room approximately area kitchen 100 sqft size living room located centrally south north house right living room kitchen located approximately area living room 260280 sqft size master room located south west corner house mater room situated living room common room 2 approximately area master room 120140 sqft size
32076.png,bathroom 1 south west corner common room 1 east master bedroom north 15x5 square feet bathroom 2 common room 1 west common room 2 east bordering south wall 5x7 square feet common room 1 bordering south wall master room east bath 2 east 10x15 square feet common room 2 bordering south wall bath 1 west measured 15x20 square feet kitchen east wall accessible living room 10x20 square feet living room bordering north wall irregular shape 40x20 square feet master room north west corner connected bath 1 south 15x30 square feet storage small room south east corner kitchen north 5x5 square feet
32087.png,balcony west house living room size 60 sqft bathroom 1 north house common room 1 living room size 25 sqft bathroom 2 south east corner house living room size 80 sqft common room 1 north east house living room bathroom size 120 sqft common room 2 south west corner house living room size 168 sqft kitchen east house living room size 50 sqft living room centre house spaces size 612 sqft master room north west corner house living room bathroom size 196 sqft
32088.png,location balcony far south floor plan relationship immediate south master room size 2 feet 14 feet location bathroom west floor plan relationship north master room east living room size 5 feet 4 feet location common room north east floor plan relationship eastern living room just north bathroom size 20 feet 12 feet location kitchen northwest floor plan relationship western living room size 5 feet 20 feet location living room northern central floor plan relationship kitchen common room size 550 square feet location master room southern floor plan relationship master room north balcony size 20 feet 14 feet
32105.png,balcony entrance living room 10 feet length 1 feet width aspect ratio 4 1 bathroom entrance living room 5 feet length 5 feet width aspect ratio 2 2bath near room master room common room 1 entrance living room 10 feet length 10 feet width aspect ratio 4 4 common room near room kitchen common room 2 entrance living room 10 feet length 15 feet width aspect ratio 4 5 kitchen northeast corner room kitchen entrance living room 5 feet length 10 feet width aspect ratio 2 4 living room entrance east sideit 20 feet length 15 feet width aspect ratio 6 5 master room entrance living room 15 feet length 15 feet width aspect ratio 5 5it southeast corner room
32126.png,bathroom located north sidethe bathroom located nearby common room 1 floor area 48 square feet ref common room 1 located north west cornercommon room 1 located nearby bathroomthe floor area 100 square feet common room 2 located south sidecommon room 2 located nearby master roomthe floor area 90 square feet dining room located north sideit located nearby kitchenthe floor area 90 square feet kitchen located north east cornerthe kitchen located nearby diningthe floor area 100 square feet living room located east living room located nearby master roomthe floor area 400 square feet master room located south east cornerthe master room located nearby common room 2 floor area 150 square feet
32131.png,bathroom left enter north unit modest 5ft x 7ft space adjacent common room common room northeast corner passed bathroom provides ample space 15ft x10ft kitchen center floorplan just north master room common room adjacent bath directly flowing living room extends length floorplan west rooms south approximately 12 feet master room southernmost room approximately 10 x 12ft
32137.png,balcony 1 approximately 50 square feet located south corner floor plan adjacent living room balcony 2 approximately 50 square feet located north floor plan adjacent living room kitchen bathroom approximately 40 square feet located north floor plan adjacent living room common room common room approximately 125 square feet located northeast corner floor plan adjacent living room master room kitchen approximately 75 square feet located northwest corner floor plan adjacent living room balcony 2 living room approximately 300 square feet located center floor plan adjacent rooms floor plan master room approximately 150 square feet located east floor plan adjacent living room common room
32156.png,balcony south south master room 21 feet wide 5 feet deep bathroom east living room master room 14 feet wide 5 feet deep kitchen northwest corner northwest corner living room 6 feet wide 11 feet deep living room northeast corner kitchen northwest rest rooms south 16 feet deep 20 feet wide counting entrance way hall master room master room south bathroom north balcony south 21 feet wide 15 feet deep
32175.png,balcony located north sides located common room master room north south lenght 26 feet east west lenght 2 feet bathroom located south west corner north east west south lenght 11 feet common room located left master room north east west south lenght 13 feet dining room located living room kitchen located right bathroom north south lenght 15 feet east west lenght 11 feet kitchen located south east corner north south lenght 15 feet east west lenght 3 feet living room located common room master room bath room dining north south lenght 26 feet east west lenght 13 feet master room located right common room north east west south lenght 13 feet
32184.png,balcony southern edge south just south living room dimensions approximately 11x3 bathroom east house master south common room north living room west dimensions approximately 8x8 common room northeast corner house living room southwest kitchen west bathroom south dimensions approximately 10x13 kitchen northwest corner house living room south common room east approximate dimensions 8x8 living room western half house balcony south master bathroom east common room northeast kitchen north approximate dimensions 11x28 master room southeast corner house living room west bathroom north dimensions approximately 11x13
32190.png,balcony south house north living room east south west house exterior 22 feet wide 2 feet long bathroom west house north west house exterior south master east living room 4 feet wide 3 feet long common room north house north east house exterior south living room northwest kitchen southwest living room alcove 19 feet wide 11 long kitchen north wide house north west house exterior east common room south living room alcove main entry 3 feet wide 8 long living room east house north common room northwest alcove leading kitchen east house exterior balcony south balcony southwest master northwest main entry just south kitchen bathroom 22 feet wide 26 feet long plus 3 3 feet alcove master west house east living room south west house exterior northeast bathroom northwest 6 feet exterior wall 15 feet wide 13 feet long
32197.png,bathroom 1 1 feet length 5 feet width aspect ratio 1 2master room bathroom 2 room bathroom 1 bathroom 2 entrance living room 2 feet length 5 feet width aspect ratio 1 2 common room 1 entrance living room 15 feet length 15 feet width aspect ratio 5 5 southeast corner room common room 2 entrance living room 10 feet length 10 feet width aspect ratio 4 4common room 2 near room common room 1 kitchen entrance living room 3 feet length 10 feet width aspect ratio 1 4 northeast corner room living room entrance south 25 feet length 40 feet width aspect ratio 7 9it big place compared rooms rooms master room entrance living room 15 feet length 18 feet width aspect ratio 4 5it northwest corner room
3224.png,balcony 1 located northeast corner common 2 kitchen size room 3 feet width 6 feet length balcony 2 located west living room size room 5 feet width 10 feet length bathroom located west inside south west corner living room size room 4 feet width 5 feet length common room 1 located northeast corner living room size room 9 feet width 9 feet length common room 2 located north common 1 kitchen size room 10 feet width 10 feet length kitchen located east living room common 2 size room 6 feet width 10 feet length living room located east room size room 15 feet width 17 feet length master room located south including southwest corner south east corner living room bath size room is10 feet width 12 feet length
32242.png,balcony 1 located north livingthe size room 4 feet width 10 feet length balcony 2 located southeast cornerit livingthe size room 4 feet width 10 feet length bathroom located west common masterthe size room 5 feet width 7 feet length common room located north west cornerit living near baththe size room 10 feet width 11 feet length kitchen located north corner living size room 7 feet width 8 feet length living room located east roomsthe size room 10 feet width 15 feet length master room located southwest cornerit living near bath balcony 2the size room 10 feet width 12 feet length
3228.png,balcony 1 northwest corner floor plan directly north living room common room 1 southeastern corner approximately 15 feet length 5 feet width balcony 2 south floor plan kitchen living room directly north opposite balcony 1 north floor plan approximately 75 feet length 5 feet width bathroom south east corner floor plan located directly east kitchen opposite master room common room 1 common room 2 directly east bathroom approximately 75 feet length 5 feet width common room 1 north floor plan directly west master bedroom kitchen bathroom south approximately 105 feet length 55 feet width common room 2 southeast corner floor plan directly south master bedroom east bathroom kitchen bathroom south approximately 11 feet length 10 feet width kitchen south house living room southeastern corner bathroom directly east kitchen balcony 1 directly north kitchen approximately 105 feet length 5 feet width living room west house main focus central room floor plan balcony 1 north balcony 2 south kitchen bathroom living room southeast near balcony 2 approximately 25 feet length 15 feet width master room northeast corner floor plan opposite kitchen bathroom master connected common room 1 west common room 2 south approximately 11 feet length 10 feet width
32292.png,balcony southern room floor plan south living room 13ft 4ft bathroom 1 central northern wall floor plan east common room 1 south living room roughly 5ft 8ft bathroom 2 eastern wall floor plan south master bedroom 6ft 8ft common room 1 north east corner floor plan south living room bathroom 2 10ft 10ft common room 2 south western corner floor plan east living room roughly 10ft 10ft kitchen north west corner floor plan east bathroom 1 living room south 10ft 5ft living room central extending west floor plan east bathroom 2 master bedroom approximately 18ft 25ft master bedroom south east corner plan west living room north bathroom 2 15ft 17ft
32321.png,bathroom 1 located corner north west bathroom 1 living room common room 2 bathroom 1 size 8 x 5 sq ft bath room 2 located corner north east bathroom 2 living room master room bathroom 2 size 6 x 5 sq ft common room 1 located corner south east sidethe commonroom1 living room master room common room 1 size 15 x 10 sq ft common room 2 located middle west commonroom2 kitchen room bathroom 1 common room 2 size 10x8 sq ft kitchen located middle west kitchen living room common room 2 kitchen room size 8 x 4 sq ft west facing living room located middle north south living room center roomsthe living room size 28 x 16 sq ft master room located middle east master room bathroom2 master room master room size 15 x 10 sq ft
3235.png,balcony situated south east floor plan beneath livingroom lenght 14 feet width 5 feet bathroom located north floor plan sandwiched common room 1 kitchen lenght 8 feet width 7 feet common room 1 situated north west floor plan left bathroom lenght 14feet width 11 feet common room 2 located west floor plan left livingroom lenght 11 feet width 11 feet kitchen north east floor plan right bathroom lenght 13 feet width 8 feet livingroom east central floor plan balcony kitchen lenght 34 feet width 20 feet master room located south west floor plan left livingroom lenght 18 feet width 15 feet
32362.png,small bathroom roughly 10x5 feet attached directly master bedroom looks like way access room common room 1 entrance common room 1 north western room smallest rooms roughly 15x15 feet attached directly living room possibly entrance bathroom second largest room master bedroom room roughly 10x20 feet attached west living room just south kitchen kitchen attached west living room roughly 10x10 feet sized common room appears smallest area house counting bathroom rectangular shaped room located center house roughly 20x40 feet rooms aside master bathroom connected living room door located main bedroom located east living room bathroom attached roughly 15x15 feet appears 5x25 foot sized closet
32386.png,balcony south west house living room northits dimensions 4 feet length 14 feet width bathroom north east houseit kitchen living west master room south dimensions 8 feet length 7 feet width common room south center houseit living room north westmaster room eastits dimensions 13 feet length 11 feet width kitchen north center houseit living room west southbathroom east dimensions 4 feet length 14 feet width living room north west corner houseit kitchen northbathroom eastmaster common room balcony south dimensions 20 feet length 15 feet width approximately master room south east houseit bathroom north common room west dimensions 13 feet length 12 feet width
32393.png,bathroom north master room south common room 5ft 8ft length common room north bathroom west kitchen 11ft 15ft length kitchen north living room east common room 7ft 8ft length living room located eastern house south kitchen irregularly shaped starting south wall 15ft x 20ft 7ft x 8ft x 6ft x 9ft x 7ft x 17ft x 10ft x 20ft length master bedroom west living room south bathroom 17ft x 12 ft length
32432.png,bathroom 1 east inbetween bathroom2 common room2 size 4 feet length 8 feet width bathroom2 east inbetween bathroom1 master room size 4 feet length 8 feet width common room 1 southwest corner living room size 6 feet length 8 feet width room northeast corner living room size 5 feet length 8 feet width kitchen northwest corner living room size 5 feet length 8 feet width living room middle rooms size 32 feet length 20 feet width master room southeast corner living room size 20 feet length 12 feet width storage room west common room 1 size 3 feet length 8 feet width
32484.png,bathroom located center west common room master room square size 7 feet common room located north west corner adjacent living room square size 12 feet kitchen situated north east corner opposite common room adjacent living room size 8 feet width 13 feet length living room located east extending area north south excluding kitchen area area 550 sqr feet master room located south west corner bath room square size 12 feet
32494.png,bathroom small place room entrance living room bathroom near room common room 3 feet length 15 feet width ratio 2 3 common room entrance living room north west corner room 15 feet length 20 feet width ratio 5 6 kitchen important place north east corner room 5 feet length 15 feet width ratio 3 5 entrance living room living room entrance north center rooms 15 feet length 30 feet width ratio 5 7 master room entrance living room master room common room bathroom 15 feet length 20 feet width ratio 5 6
32535.png,balcony south direction living room size 103 feet bathroom east size right living room upside master room size 85 feet common room 1 north west corner left living room size 1010 feet common roon 2 north east corner right kitchen size 1010 feet kitchen north corner left size common room 2 size 1010 feet living room south west north east cover direction direction right common room 1 left master room bathroom size 1020 feet master room south east direction right living room bath room size 1012 feet
32558.png,balcony south living room 15ft 5ft bathroom 1 right kitchen south bathroom 2 7ft 7ft bathroom 2 right kitchen north bathroom 1 7ft 25ft length common room 1 north common room 2 left kitchen 10ft 13ft common room 2 south common room 1 left living room 14ft 11ft kitchen north living room bathrooms common room 1 10ft 10ft living room located right master bedroom common room 2 15ft 25ft master bedroom left living room south common room 2 14ft 15ft
32569.png,balcony 1 north middle position kitchen common room living room 10x3 sq ft balcony 2 south east corner corner position master room living room 15x3 sq ft bathroom west middle position master room common room 5x5 sq ft common room north west corner position living room bathroom 10x10 sq ft kitchen north east corner position balcony living room 12x8 sq ft living room center position east facing 10x25 sq ft master room west south corner position living room bathroom 14x14 sq ft
3258.png,balcony 1 located south attached living room size is146 balcony 2 located north attached living room size 103 bathroom located east master room common room2 size 810 common room 1 located west living room size 1012 common room 2 located northeast corner bathroom size 1414 west facing living room connected rooms size 1642 master room located southeast corner bathroom size 1216
3259.png,balcony 1 located north east corner living room size room 7 feet width 7 feet length balcony 2 located southeast corner living size room 4 feet width 10 feet length bathroom located west master common size room 5 feet width 5 feet length common room located northwest corner living room size room 10 feet width 10 feet length kitchen located north living room size room 6 feet width 9 feet length living room located east rooms size room 10 feet width 18 feet length master room located southwest corner living room size room 10 feet width 11 feet length
326.png,balcony south direction bathroom1 size 32 feet bathroom1 south west corenr right common room2 size 84 feet bathroom2 west direction downside left master room size 63 feet common room1 north direction right master room size 108 feet common room2 south west corner left bathroom1 size 88 feet kitchen south direction right balcony size 103 feet living room east direction right common room1 bathroom1 size 3012 feet master room north west direction left common room1 size 1210 feet
32625.png,bathroom south entryway lies east hallway bathroom roughly 5x5 feet common room size master room 10x20 feet lies south bathroom touches master room west eastern edge line eastern edge bathroom living room north end house room measures 20x20 foot square 3x5 chunk northwest corner southeast corner 2 feet east edge hallway 4x5 feet large extends south east edge 2 feet southeast corner entryway home master room lies southwest living room 10x20 foot room connected hallway living room
32631.png,bath room located north sidebathroom common kitchen size room 7 feet width 9 feet length common 1 located northeast corner common 1 common 2 living room size room 11 feet width 14 feet length common 2 located east common 2 common 1 kitchen size room 8 feet width 9 feet length kitchen located south west corner kitchen living room common 2 size kitchen 6 feet width 13 feet length living room located southwest corner living room rooms size room 30 feet width 32 feet length master room located north east corner master room living near bath size master room 15 feet width 20 feet length
32642.png,bathroom located south central unit bathroom located right kitchen left common room 2 approximate size 8 ft length 12 ft length common room 1 located north central unit borders living room located right master room approximate size 10 ft width 15 ft length common room 2 located south west corner unit located right bathroom left master room approximate size room 10 ft width 20 ft length kitchen located south west corner unit located left bathroom approximate size kitchen 20 sq feet living room located centrally unit descends east bordered rooms approximate size living room 30 ft width 40 ft length master room located northwest corner unit borders living room located common rooms approximate size master room 15 ft width 25 ft length
32668.png,bathroom located north master common room square size 7 feet common room located north east corner living room adjacent bath room square size 13 feet kitchen located south east corner embedded south east corner living room size 12 feet length 5 feet width living room situated south east corner kitchen common room area 350 sqr feet master room located north west corner bathroom size 20 feet length 12 feet width
32703.png,balcony north west corner house common room 1 master room size 84 sqft bathroom south house common room 2 living room master room size 48 sqft common room 1 north west corner house living room balcony master room size 196 sqft common room 2 south house kitchen bathroom living room size 80 sqft kitchen south east corner house living room common room 2 size 80 sqft living room north east corner house common room 1 common room 2 bathroom kitchen bathroom master room size 300 sqft master room south west corner house living room bathroom common room 1 size 196 sqft
32705.png,balcony located north east corner house balcony located living room bathroom 2 balcony access living room bathroom 1 located middle west corner house bathroom 1 located common room 1 common room 2 living room approximately area bathroom 1 80 sqft size bathroom 2 located centre area north house bathroom 2 located common room 2 balcony living room approximately area bathroom 2 60 sqft size common room 1 located south west corner house common room 1 situated bathroom 1 living room approximately area common room 1 120 sqft size common room 2 located north west corner house common room 2 situated bathroom 1 bathroom 2 approximately area common room 2 100 sqft living room located south north house approximately area living room 220 sqft size
32719.png,balcony located north west corner living roomthe size room 6 feet width 6 feet length bathroom 1 located west living kitchen size room 4 feet width 5 feet length bathroom 2 located east living size room 4 feet width 5 feet length common room 1 located south east corner living master size room 10 feet width 10 feet length common room 2 located south master common 1 size room 08 feet width 08 feet length kitchen located west living near bath size room 5 feet width 8 feet length living room located east rooms size room 10 feet width 16 feet length master room located southwest corner master kitchen size room 10 feet width 11 feet length
32729.png,balcony locationsouth relationshipthe location living area50 sqrt feet sides 10 feet width 5 feet length bathroom locationnorth relationshipthe location com2 living area25 sqrt feet sides 5 feet width 5 feet length comon room locationnorth west corner relationshipthe location com1 area100 sqrt feet sides 10 feet width 10 feet length kitchen locationwest relationshipthe location betweencom master area50 sqrt feet sides 10 feet width 5 feet length living room locationeast relationshipthe location kitchen master com1 balcony area800 sqrt feet sides 20 feet width 40 feet length master room locationsouth west corner relationshipthe location balcony kitchen area200 sqrt feet sides 10 feet width 20 feet length
32733.png,balcony located north east corner master room size 2 feet width 11 feet length bathroom located west common room master room square size 7 feet common room located north west corner adjacent living room square size 11 feet kitchen located south west commo room size 6 feet width 10 feet length living room occupied entire south area plan excluding kirtchen east west region area 560 sqr feet master room located north east balcony bathroom square size 12 feet
